,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight
12,13,África Zamorano,ESP,NA,"200 metres Backstroke, Women",SWI,Female,11 January 1998,170,58
13,14,Laura Bernat,POL,NA,"200 metres Backstroke, Women",SWI,Female,28 September 2005,0,0
14,15,Aviv Barzelay,ISR,NA,"200 metres Backstroke, Women",SWI,Female,28 May 2002,0,0
15,16,Sharon van Rouwendaal,NED,NA,"200 metres Backstroke, Women",SWI,Female,9 September 1993,173,65
16,17,Ingeborg Løyning,NOR,NA,"200 metres Backstroke, Women",SWI,Female,13 September 2000,172,
17,18,Lee Eun-Ji,KOR,NA,"200 metres Backstroke, Women",SWI,Female,23 July 2006,0,0
18,19,Daryna Zevina,UKR,NA,"200 metres Backstroke, Women",SWI,Female,1 September 1994,178,67
19,20,Katinka Hosszú,HUN,NA,"200 metres Backstroke, Women",SWI,Female,3 May 1989,175,65
20,21,Cassie Wild,GBR,NA,"200 metres Backstroke, Women",SWI,Female,12 June 2000,0,0
21,22,Darya Ustinova,ROC,NA,"200 metres Backstroke, Women",SWI,Female,29 August 1998,183,70
22,23,Carmen Márquez,ESA,NA,"200 metres Backstroke, Women",SWI,Female,16 July 1999,0,0
23,24,Ali Galyer,NZL,NA,"200 metres Backstroke, Women",SWI,Female,19 June 1998,0,0
24,25,Simona Baumrtová,CZE,NA,"200 metres Backstroke, Women",SWI,Female,24 August 1991,176,68
25,26,Felicity Passon,SEY,NA,"200 metres Backstroke, Women",SWI,Female,11 July 1999,0,0
26,27,Krystal Lara,DOM,NA,"200 metres Backstroke, Women",SWI,Female,18 March 1998,0,0
0,1,Lydia Jacoby,USA,Gold,"100 metres Breaststroke, Women",SWI,Female,29 February 2004,0,0
1,2,Tatjana Schoenmaker,RSA,Silver,"100 metres Breaststroke, Women",SWI,Female,9 July 1997,0,0
2,3,Lilly King,USA,Bronze,"100 metres Breaststroke, Women",SWI,Female,10 February 1997,175,70
3,4,Yevgeniya Chikunova,ROC,NA,"100 metres Breaststroke, Women",SWI,Female,17 November 2004,0,0
4,5,Yuliya Yefimova,ROC,NA,"100 metres Breaststroke, Women",SWI,Female,3 April 1992,178,64
5,6,Sophie Hansson,SWE,NA,"100 metres Breaststroke, Women",SWI,Female,2 August 1998,186,74
6,7,Martina Carraro,ITA,NA,"100 metres Breaststroke, Women",SWI,Female,21 June 1993,175,60
7,8,Mona McSharry,IRL,NA,"100 metres Breaststroke, Women",SWI,Female,21 August 2000,172,70
8,9,Chelsea Hodges,AUS,NA,"100 metres Breaststroke, Women",SWI,Female,27 June 2001,170,64
9,10,Tang Qianting,CHN,NA,"100 metres Breaststroke, Women",SWI,Female,14 March 2004,0,0
10,11,Sarah Vasey,GBR,NA,"100 metres Breaststroke, Women",SWI,Female,29 August 1996,0,0
11,12,Ida Hulkko,FIN,NA,"100 metres Breaststroke, Women",SWI,Female,12 December 1998,0,0
12,13,Anna Elendt,GER,NA,"100 metres Breaststroke, Women",SWI,Female,4 September 2001,0,0
13,14,Kotryna Teterevkova,LTU,NA,"100 metres Breaststroke, Women",SWI,Female,23 January 2002,173,52
14,15,Lisa Mamié,SUI,NA,"100 metres Breaststroke, Women",SWI,Female,27 October 1998,0,0
15,16,Eneli Jefimova,EST,NA,"100 metres Breaststroke, Women",SWI,Female,27 December 2006,0,0
16,17,Kanako Watanabe,JPN,NA,"100 metres Breaststroke, Women",SWI,Female,15 November 1996,167,60
17,18,Jessica Vall,ESP,NA,"100 metres Breaststroke, Women",SWI,Female,22 November 1988,163,52
18,19,Reona Aoki,JPN,NA,"100 metres Breaststroke, Women",SWI,Female,24 February 1995,0,0
19,20,Jessica Hansen,AUS,NA,"100 metres Breaststroke, Women",SWI,Female,30 June 1995,0,0
20,21,Alina Zmushka,BLR,NA,"100 metres Breaststroke, Women",SWI,Female,5 January 1997,0,0
21,22,Alia Atkinson,JAM,NA,"100 metres Breaststroke, Women",SWI,Female,11 December 1988,172,71
22,23,Kelsey Wog,CAN,NA,"100 metres Breaststroke, Women",SWI,Female,19 September 1998,0,0
23,24,Kierra Smith,CAN,NA,"100 metres Breaststroke, Women",SWI,Female,1 February 1994,150,57
24,25,Tes Schouten,NED,NA,"100 metres Breaststroke, Women",SWI,Female,31 December 2000,0,0
25,26,Fanny Lecluyse,BEL,NA,"100 metres Breaststroke, Women",SWI,Female,11 March 1992,177,64
26,27,Emelie Fast,SWE,NA,"100 metres Breaststroke, Women",SWI,Female,20 February 2004,0,0
27,28,Andrea Podmaníková,SVK,NA,"100 metres Breaststroke, Women",SWI,Female,23 February 1998,188,85
28,29,Phee Jinq En,MAS,NA,"100 metres Breaststroke, Women",SWI,Female,29 November 1997,166,51
29,30,Byanca Melissa Rodríguez,MEX,NA,"100 metres Breaststroke, Women",SWI,Female,13 September 1994,0,0
30,31,Julia Sebastián,ARG,NA,"100 metres Breaststroke, Women",SWI,Female,23 November 1993,178,70
31,32,Tilali Scanlan,ASA,NA,"100 metres Breaststroke, Women",SWI,Female,3 November 1999,0,0
32,33,Ema Rajić,CRO,NA,"100 metres Breaststroke, Women",SWI,Female,24 February 2000,0,0
33,34,Diana Petkova,BUL,NA,"100 metres Breaststroke, Women",SWI,Female,10 June 2000,177,65
34,35,Emily Emily,PAN,NA,"100 metres Breaststroke, Women",SWI,Female,15 July 2005,0,0
35,36,Kirsten Fisher-Marsters,COK,NA,"100 metres Breaststroke, Women",SWI,Female,11 February 1998,0,0
36,37,Émilie Faith Grand Pierre,HAI,NA,"100 metres Breaststroke, Women",SWI,Female,3 May 2001,0,0
37,38,Alicia Kok Shun,MRI,NA,"100 metres Breaststroke, Women",SWI,Female,20 November 2004,0,0
38,39,Darýa Semýonowa,TKM,NA,"100 metres Breaststroke, Women",SWI,Female,28 May 2002,170,50
39,40,Jayla Pina,CPV,NA,"100 metres Breaststroke, Women",SWI,Female,23 July 2004,0,0
40,41,Taeyanna Adams,FSM,NA,"100 metres Breaststroke, Women",SWI,Female,14 March 2002,0,0
41,42,Nooran Ba Matraf,YEM,NA,"100 metres Breaststroke, Women",SWI,Female,25 November 1999,166,60
42,43,Aishath Sajina,MDV,NA,"100 metres Breaststroke, Women",SWI,Female,2 January 1997,0,0
43,AC,Benedetta Pilato,ITA,NA,"100 metres Breaststroke, Women",SWI,Female,18 January 2005,0,0
44,AC,Claudia Verdino,MON,NA,"100 metres Breaststroke, Women",SWI,Female,28 November 2001,169,59
45,DNS,Anastasia Gorbenko,ISR,NA,"100 metres Breaststroke, Women",SWI,Female,7 August 2003,0,0
46,DNS,Mariama Toure,GUI,NA,"100 metres Breaststroke, Women",SWI,Female,10 November 2003,0,0
0,1,Tatjana Schoenmaker,RSA,Gold,"200 metres Breaststroke, Women",SWI,Female,9 July 1997,0,0
1,2,Lilly King,USA,Silver,"200 metres Breaststroke, Women",SWI,Female,10 February 1997,175,70
2,3,Annie Lazor,USA,Bronze,"200 metres Breaststroke, Women",SWI,Female,17 August 1994,0,0
3,4,Yevgeniya Chikunova,ROC,NA,"200 metres Breaststroke, Women",SWI,Female,17 November 2004,0,0
4,5,Kaylene Corbett,RSA,NA,"200 metres Breaststroke, Women",SWI,Female,15 June 1999,0,0
5,6,Molly Renshaw,GBR,NA,"200 metres Breaststroke, Women",SWI,Female,6 May 1996,175,65
6,7,Abbie Wood,GBR,NA,"200 metres Breaststroke, Women",SWI,Female,2 March 1999,0,0
7,8,Fanny Lecluyse,BEL,NA,"200 metres Breaststroke, Women",SWI,Female,11 March 1992,177,64
8,9,Jenna Strauch,AUS,NA,"200 metres Breaststroke, Women",SWI,Female,24 March 1997,0,0
9,10,Sophie Hansson,SWE,NA,"200 metres Breaststroke, Women",SWI,Female,2 August 1998,186,74
10,11,Mariya Temnikova,ROC,NA,"200 metres Breaststroke, Women",SWI,Female,17 November 1995,0,0
11,12,Yu Jingyao,CHN,NA,"200 metres Breaststroke, Women",SWI,Female,13 February 1999,178,63
12,13,Jessica Vall,ESP,NA,"200 metres Breaststroke, Women",SWI,Female,22 November 1988,163,52
13,14,Lisa Mamié,SUI,NA,"200 metres Breaststroke, Women",SWI,Female,27 October 1998,0,0
14,15,Francesca Fangio,ITA,NA,"200 metres Breaststroke, Women",SWI,Female,17 August 1995,0,0
15,16,Kelsey Wog,CAN,NA,"200 metres Breaststroke, Women",SWI,Female,19 September 1998,0,0
16,17,Abbey Harkin,AUS,NA,"200 metres Breaststroke, Women",SWI,Female,6 May 1998,0,0
17,18,Kanako Watanabe,JPN,NA,"200 metres Breaststroke, Women",SWI,Female,15 November 1996,167,60
18,19,Kristýna Horská,CZE,NA,"200 metres Breaststroke, Women",SWI,Female,30 September 1997,0,0
19,20,Mona McSharry,IRL,NA,"200 metres Breaststroke, Women",SWI,Female,21 August 2000,172,70
20,21,Martina Carraro,ITA,NA,"200 metres Breaststroke, Women",SWI,Female,21 June 1993,175,60
21,22,Marina García,ESP,NA,"200 metres Breaststroke, Women",SWI,Female,6 June 1994,168,57
22,23,Kotryna Teterevkova,LTU,NA,"200 metres Breaststroke, Women",SWI,Female,23 January 2002,173,52
23,24,Byanca Melissa Rodríguez,MEX,NA,"200 metres Breaststroke, Women",SWI,Female,13 September 1994,0,0
24,25,Eszter Békési,HUN,NA,"200 metres Breaststroke, Women",SWI,Female,19 January 2002,0,0
25,26,Alina Zmushka,BLR,NA,"200 metres Breaststroke, Women",SWI,Female,5 January 1997,0,0
26,27,Eneli Jefimova,EST,NA,"200 metres Breaststroke, Women",SWI,Female,27 December 2006,0,0
27,28,Anastasia Gorbenko,ISR,NA,"200 metres Breaststroke, Women",SWI,Female,7 August 2003,0,0
28,29,Julia Sebastián,ARG,NA,"200 metres Breaststroke, Women",SWI,Female,23 November 1993,178,70
29,30,Andrea Podmaníková,SVK,NA,"200 metres Breaststroke, Women",SWI,Female,23 February 1998,188,85
30,31,Phee Jinq En,MAS,NA,"200 metres Breaststroke, Women",SWI,Female,29 November 1997,166,51
31,DNS,Sydney Pickrem,CAN,NA,"200 metres Breaststroke, Women",SWI,Female,21 May 1997,170,54
0,1,Margaret Mac Neil,CAN,Gold,"100 metres Butterfly, Women",SWI,Female,26 February 2000,0,0
1,2,Zhang Yufei,CHN,Silver,"100 metres Butterfly, Women",SWI,Female,19 April 1998,174,57
2,3,Emma McKeon,AUS,Bronze,"100 metres Butterfly, Women",SWI,Female,24 May 1994,180,60
3,4,Torri Huske,USA,NA,"100 metres Butterfly, Women",SWI,Female,7 December 2002,0,0
4,5,Louise Hansson,SWE,NA,"100 metres Butterfly, Women",SWI,Female,24 November 1996,187,71
5,6,Marie Wattel,FRA,NA,"100 metres Butterfly, Women",SWI,Female,2 June 1997,181,71
6,7,Sarah Sjöström,SWE,NA,"100 metres Butterfly, Women",SWI,Female,17 August 1993,182,76
7,8,Nastassia Shkurdai,BLR,NA,"100 metres Butterfly, Women",SWI,Female,3 January 2003,180,64
8,9,Anna Ntountounaki,GRE,NA,"100 metres Butterfly, Women",SWI,Female,9 September 1995,177,66
9,10,Claire Curzan,USA,NA,"100 metres Butterfly, Women",SWI,Female,30 June 2004,0,0
10,11,Svetlana Chimrova,ROC,NA,"100 metres Butterfly, Women",SWI,Female,15 April 1996,173,61
11,12,Brianna Throssell,AUS,NA,"100 metres Butterfly, Women",SWI,Female,10 February 1996,175,61
12,13,Elena Di Liddo,ITA,NA,"100 metres Butterfly, Women",SWI,Female,8 September 1993,0,0
13,14,Arina Surkova,ROC,NA,"100 metres Butterfly, Women",SWI,Female,17 July 1998,0,0
14,15,Ilaria Bianchi,ITA,NA,"100 metres Butterfly, Women",SWI,Female,6 January 1990,170,65
15,16,Katerine Savard,CAN,NA,"100 metres Butterfly, Women",SWI,Female,26 May 1993,167,54
16,17,Maria Ugolkova,SUI,NA,"100 metres Butterfly, Women",SWI,Female,18 July 1989,173,65
17,18,Anastasia Gorbenko,ISR,NA,"100 metres Butterfly, Women",SWI,Female,7 August 2003,0,0
18,19,Lana Pudar,BIH,NA,"100 metres Butterfly, Women",SWI,Female,19 January 2006,0,0
19,20,Farida Osman,EGY,NA,"100 metres Butterfly, Women",SWI,Female,18 January 1995,173,58
20,21,Harriet Jones,GBR,NA,"100 metres Butterfly, Women",SWI,Female,27 May 1997,0,0
21,22,Emilie Beckmann,DEN,NA,"100 metres Butterfly, Women",SWI,Female,4 February 1997,0,0
22,23,An Se-Hyeon,KOR,NA,"100 metres Butterfly, Women",SWI,Female,14 October 1995,168,57
23,24,Ellen Walshe,IRL,NA,"100 metres Butterfly, Women",SWI,Female,29 September 2001,0,0
24,25,Remedy Rule,PHI,NA,"100 metres Butterfly, Women",SWI,Female,27 September 1996,0,0
25,26,Erin Gallagher,RSA,NA,"100 metres Butterfly, Women",SWI,Female,18 December 1998,0,0
26,27,Dalma Sebestyén,HUN,NA,"100 metres Butterfly, Women",SWI,Female,23 January 1997,176,67
27,28,Luana Alonso,PAR,NA,"100 metres Butterfly, Women",SWI,Female,19 March 2004,0,0
28,29,Jeserik Pinto,VEN,NA,"100 metres Butterfly, Women",SWI,Female,21 March 1990,0,0
29,30,Mariam Sheikhalizadeh,AZE,NA,"100 metres Butterfly, Women",SWI,Female,18 July 2004,0,0
30,31,Miriam Sheehan,PUR,NA,"100 metres Butterfly, Women",SWI,Female,20 September 2004,0,0
31,32,Aniqah Gaffoor,SRI,NA,"100 metres Butterfly, Women",SWI,Female,23 January 2004,0,0
32,33,Yusra Mardini,EOR,NA,"100 metres Butterfly, Women",SWI,Female,5 March 1998,157,53
0,1,Zhang Yufei,CHN,Gold,"200 metres Butterfly, Women",SWI,Female,19 April 1998,174,57
1,2,Regan Smith,USA,Silver,"200 metres Butterfly, Women",SWI,Female,9 February 2002,0,0
2,3,Hali Flickinger,USA,Bronze,"200 metres Butterfly, Women",SWI,Female,7 July 1994,168,52
3,4,Boglárka Kapás,HUN,NA,"200 metres Butterfly, Women",SWI,Female,22 April 1993,168,54
4,5,Svetlana Chimrova,ROC,NA,"200 metres Butterfly, Women",SWI,Female,15 April 1996,173,61
5,6,Yu Liyan,CHN,NA,"200 metres Butterfly, Women",SWI,Female,1 June 2000,0,0
6,7,Alys Margaret Thomas,GBR,NA,"200 metres Butterfly, Women",SWI,Female,10 October 1990,0,0
7,8,Brianna Throssell,AUS,NA,"200 metres Butterfly, Women",SWI,Female,10 February 1996,175,61
8,9,Suzuka Hasegawa,JPN,NA,"200 metres Butterfly, Women",SWI,Female,25 January 2000,165,56
9,10,Laura Stephens,GBR,NA,"200 metres Butterfly, Women",SWI,Female,2 June 1999,0,0
10,11,Ana Monteiro,POR,NA,"200 metres Butterfly, Women",SWI,Female,14 August 1993,164,57
11,12,Helena Bach,DEN,NA,"200 metres Butterfly, Women",SWI,Female,12 June 2000,0,0
12,13,Franziska Hentke,GER,NA,"200 metres Butterfly, Women",SWI,Female,4 June 1989,169,62
13,14,Defne Taçyıldız,TUR,NA,"200 metres Butterfly, Women",SWI,Female,5 February 2003,0,0
14,15,Remedy Rule,PHI,NA,"200 metres Butterfly, Women",SWI,Female,27 September 1996,0,0
15,16,Julimar Ávila,HON,NA,"200 metres Butterfly, Women",SWI,Female,21 January 1997,0,0
16,DNS,Katinka Hosszú,HUN,NA,"200 metres Butterfly, Women",SWI,Female,3 May 1989,175,65
0,1,Yui Ohashi,JPN,Gold,"200 metres Individual Medley, Women",SWI,Female,18 October 1995,0,0
1,2,Alex Walsh,USA,Silver,"200 metres Individual Medley, Women",SWI,Female,31 July 2001,183,
2,3,Kate Douglass,USA,Bronze,"200 metres Individual Medley, Women",SWI,Female,17 November 2001,178,57
3,4,Abbie Wood,GBR,NA,"200 metres Individual Medley, Women",SWI,Female,2 March 1999,0,0
4,5,Yu Yiting,CHN,NA,"200 metres Individual Medley, Women",SWI,Female,5 September 2005,0,0
5,6,Sydney Pickrem,CAN,NA,"200 metres Individual Medley, Women",SWI,Female,21 May 1997,170,54
6,7,Katinka Hosszú,HUN,NA,"200 metres Individual Medley, Women",SWI,Female,3 May 1989,175,65
7,8,Alicia Wilson,GBR,NA,"200 metres Individual Medley, Women",SWI,Female,5 March 2000,0,0
8,9,Maria Ugolkova,SUI,NA,"200 metres Individual Medley, Women",SWI,Female,18 July 1989,173,65
9,10,Anastasia Gorbenko,ISR,NA,"200 metres Individual Medley, Women",SWI,Female,7 August 2003,0,0
10,11,Cyrielle Duhamel,FRA,NA,"200 metres Individual Medley, Women",SWI,Female,6 January 2000,173,57
11,12,Kim Seo-Yeong,KOR,NA,"200 metres Individual Medley, Women",SWI,Female,17 March 1994,163,51
12,13,Sara Franceschi,ITA,NA,"200 metres Individual Medley, Women",SWI,Female,1 February 1999,178,61
13,14,Ilaria Cusinato,ITA,NA,"200 metres Individual Medley, Women",SWI,Female,5 October 1999,0,0
14,15,Miho Teramura,JPN,NA,"200 metres Individual Medley, Women",SWI,Female,27 September 1994,165,53
15,16,Kristýna Horská,CZE,NA,"200 metres Individual Medley, Women",SWI,Female,30 September 1997,0,0
16,17,Dalma Sebestyén,HUN,NA,"200 metres Individual Medley, Women",SWI,Female,23 January 1997,176,67
17,18,Bailey Andison,CAN,NA,"200 metres Individual Medley, Women",SWI,Female,13 November 1997,0,0
18,19,Ellen Walshe,IRL,NA,"200 metres Individual Medley, Women",SWI,Female,29 September 2001,0,0
19,20,África Zamorano,ESP,NA,"200 metres Individual Medley, Women",SWI,Female,11 January 1998,170,58
20,21,Fantine Lesaffre,FRA,NA,"200 metres Individual Medley, Women",SWI,Female,10 November 1994,180,57
21,22,Viktoria Zeynep Güneş,TUR,NA,"200 metres Individual Medley, Women",SWI,Female,19 June 1998,185,66
22,23,Rebecca Meder,RSA,NA,"200 metres Individual Medley, Women",SWI,Female,31 July 2002,0,0
23,24,McKenna de Bever,PER,NA,"200 metres Individual Medley, Women",SWI,Female,5 June 1996,0,0
24,25,Diana Petkova,BUL,NA,"200 metres Individual Medley, Women",SWI,Female,10 June 2000,177,65
25,26,Anja Crevar,SRB,NA,"200 metres Individual Medley, Women",SWI,Female,24 May 2000,164,49
26,27,Nicole Frank,URU,NA,"200 metres Individual Medley, Women",SWI,Female,8 September 2003,0,0
0,1,Yui Ohashi,JPN,Gold,"400 metres Individual Medley, Women",SWI,Female,18 October 1995,0,0
1,2,Emma Weyant,USA,Silver,"400 metres Individual Medley, Women",SWI,Female,24 December 2001,0,0
2,3,Hali Flickinger,USA,Bronze,"400 metres Individual Medley, Women",SWI,Female,7 July 1994,168,52
3,4,Mireia Belmonte,ESP,NA,"400 metres Individual Medley, Women",SWI,Female,10 November 1990,170,59
4,5,Katinka Hosszú,HUN,NA,"400 metres Individual Medley, Women",SWI,Female,3 May 1989,175,65
5,6,Viktória Mihályvári-Farkas,HUN,NA,"400 metres Individual Medley, Women",SWI,Female,26 November 2003,0,0
6,7,Aimee Willmott,GBR,NA,"400 metres Individual Medley, Women",SWI,Female,26 February 1993,171,66
7,8,Ilaria Cusinato,ITA,NA,"400 metres Individual Medley, Women",SWI,Female,5 October 1999,0,0
8,9,Sara Franceschi,ITA,NA,"400 metres Individual Medley, Women",SWI,Female,1 February 1999,178,61
9,10,Anja Crevar,SRB,NA,"400 metres Individual Medley, Women",SWI,Female,24 May 2000,164,49
10,11,Yu Yiting,CHN,NA,"400 metres Individual Medley, Women",SWI,Female,5 September 2005,0,0
11,12,Ageha Tanigawa,JPN,NA,"400 metres Individual Medley, Women",SWI,Female,16 June 2003,0,0
12,13,Fantine Lesaffre,FRA,NA,"400 metres Individual Medley, Women",SWI,Female,10 November 1994,180,57
13,14,Tess Cieplucha,CAN,NA,"400 metres Individual Medley, Women",SWI,Female,24 September 1998,0,0
14,15,Katja Fain,SLO,NA,"400 metres Individual Medley, Women",SWI,Female,31 August 2001,0,0
15,16,Azzahra Permatahani,INA,NA,"400 metres Individual Medley, Women",SWI,Female,7 January 2002,162,50
16,17,Virginia Bardach,ARG,NA,"400 metres Individual Medley, Women",SWI,Female,3 April 1992,174,57
17,DNS,Sydney Pickrem,CAN,NA,"400 metres Individual Medley, Women",SWI,Female,21 May 1997,170,54
0,1,Ma Long,CHN,Gold,"Singles, Men",TTN,Male,20 October 1988,175,72
1,2,Fan Zhendong,CHN,Silver,"Singles, Men",TTN,Male,22 January 1997,172,76
2,3,Dimitrij Ovtcharov,GER,Bronze,"Singles, Men",TTN,Male,2 September 1988,186,78
3,4,Lin Yun-Ju,TPE,NA,"Singles, Men",TTN,Male,17 August 2001,0,0
4,=5,Omar Assar,EGY,NA,"Singles, Men",TTN,Male,22 July 1991,196,93
5,=5,Hugo Calderano,BRA,NA,"Singles, Men",TTN,Male,22 June 1996,182,74
6,=5,Jeong Yeong-Sik,KOR,NA,"Singles, Men",TTN,Male,20 January 1992,182,65
7,=5,Darko Jorgić,SLO,NA,"Singles, Men",TTN,Male,30 July 1998,0,0
8,=9,Timo Boll,GER,NA,"Singles, Men",TTN,Male,8 March 1981,181,74
9,=9,Chuang Chih-Yuan,TPE,NA,"Singles, Men",TTN,Male,2 April 1981,166,60
10,=9,Marcos Freitas,POR,NA,"Singles, Men",TTN,Male,8 April 1988,183,75
11,=9,Simon Gauzy,FRA,NA,"Singles, Men",TTN,Male,25 October 1994,182,77
12,=9,Tomokazu Harimoto,JPN,NA,"Singles, Men",TTN,Male,27 June 2003,0,0
13,=9,Jang Wu-Jin,KOR,NA,"Singles, Men",TTN,Male,10 September 1995,0,0
14,=9,Koki Niwa,JPN,NA,"Singles, Men",TTN,Male,10 October 1994,162,51
15,=9,Gustavo Tsuboi,BRA,NA,"Singles, Men",TTN,Male,31 May 1985,170,65
16,=17,Sharath Kamal Achanta,IND,NA,"Singles, Men",TTN,Male,12 July 1982,186,85
17,=17,Quadri Aruna,NGR,NA,"Singles, Men",TTN,Male,9 August 1988,180,81
18,=17,Paul Drinkhall,GBR,NA,"Singles, Men",TTN,Male,16 January 1990,176,80
19,=17,Mattias Karlsson,SWE,NA,"Singles, Men",TTN,Male,7 September 1991,191,88
20,=17,Kirill Gerasimenko,KAZ,NA,"Singles, Men",TTN,Male,18 December 1996,175,64
21,=17,Panagiotis Gionis,GRE,NA,"Singles, Men",TTN,Male,7 January 1980,187,85
22,=17,Jonathan Groth,DEN,NA,"Singles, Men",TTN,Male,9 November 1992,184,75
23,=17,Daniel Habesohn,AUT,NA,"Singles, Men",TTN,Male,22 July 1986,185,78
24,=17,Anton Kaellberg,SWE,NA,"Singles, Men",TTN,Male,17 August 1997,0,0
25,=17,Lam Siu Hang,HKG,NA,"Singles, Men",TTN,Male,14 December 1996,0,0
26,=17,Emmanuel Lebesson,FRA,NA,"Singles, Men",TTN,Male,24 April 1988,180,75
27,=17,Liam Pitchford,GBR,NA,"Singles, Men",TTN,Male,12 July 1993,186,67
28,=17,Kirill Skachkov,ROC,NA,"Singles, Men",TTN,Male,6 August 1987,191,88
29,=17,Bojan Tokič,SLO,NA,"Singles, Men",TTN,Male,13 January 1981,178,76
30,=17,Jang Wang,SVK,NA,"Singles, Men",TTN,Male,24 September 1994,183,73
31,=17,Wong Chun Ting,HKG,NA,"Singles, Men",TTN,Male,7 September 1991,170,70
32,=33,Tiago Apolónia,POR,NA,"Singles, Men",TTN,Male,28 July 1986,185,73
33,=33,Clarence Chew,SGP,NA,"Singles, Men",TTN,Male,27 December 1995,0,0
34,=33,Horacio Cifuentes,ARG,NA,"Singles, Men",TTN,Male,16 March 1998,0,0
35,=33,Andrej Gaćina,CRO,NA,"Singles, Men",TTN,Male,21 May 1986,185,85
36,=33,Robert Gardos,AUT,NA,"Singles, Men",TTN,Male,16 January 1979,178,72
37,=33,Sathiyan Gnanasekaran,IND,NA,"Singles, Men",TTN,Male,8 January 1993,0,0
38,=33,Ovidiu Ionescu,ROU,NA,"Singles, Men",TTN,Male,28 June 1989,182,72
39,=33,Lubomír Jančařík,CZE,NA,"Singles, Men",TTN,Male,17 August 1987,193,82
40,=33,Kanak Jha,USA,NA,"Singles, Men",TTN,Male,19 June 2000,0,0
41,=33,Kou Lei,UKR,NA,"Singles, Men",TTN,Male,20 November 1987,176,74
42,=33,Nikhil Kumar,USA,NA,"Singles, Men",TTN,Male,1 January 2003,0,0
43,=33,Bence Majoros,HUN,NA,"Singles, Men",TTN,Male,28 July 1997,180,74
44,=33,David Powell,AUS,NA,"Singles, Men",TTN,Male,8 April 1991,175,67
45,=33,Tomislav Pucar,CRO,NA,"Singles, Men",TTN,Male,26 January 1996,0,0
46,=33,Álvaro Robles,ESP,NA,"Singles, Men",TTN,Male,29 April 1991,0,0
47,=33,Ahmed Ali Saleh,EGY,NA,"Singles, Men",TTN,Male,14 November 1979,179,78
48,=49,Brian Afanador,PUR,NA,"Singles, Men",TTN,Male,6 March 1997,175,68
49,=49,Nima Alamian,IRI,NA,"Singles, Men",TTN,Male,24 December 1992,174,70
50,=49,Ali Al-Khadrawi,KSA,NA,"Singles, Men",TTN,Male,31 May 1997,0,0
51,=49,Gaston Alto,ARG,NA,"Singles, Men",TTN,Male,6 July 1985,0,0
52,=49,Larbi Bouriah,ALG,NA,"Singles, Men",TTN,Male,24 February 1983,0,0
53,=49,Ibrahima Diaw,SEN,NA,"Singles, Men",TTN,Male,9 July 1992,0,0
54,=49,Dodji Fanny,TOG,NA,"Singles, Men",TTN,Male,15 April 1987,0,0
55,=49,Jeremy Hazin,CAN,NA,"Singles, Men",TTN,Male,27 February 2000,0,0
56,=49,Adem Hmam,TUN,NA,"Singles, Men",TTN,Male,11 November 1994,0,0
57,=49,Dimitrije Levajac,SRB,NA,"Singles, Men",TTN,Male,14 August 2001,0,0
58,=49,Alberto Miño,ECU,NA,"Singles, Men",TTN,Male,21 August 1990,0,0
59,=49,Olajide Omotayo,NGR,NA,"Singles, Men",TTN,Male,6 July 1995,0,0
60,=49,Zsolt Peto,SRB,NA,"Singles, Men",TTN,Male,30 November 1987,0,0
61,=49,Yoshua Shing,VAN,NA,"Singles, Men",TTN,Male,20 June 1993,173,65
62,=49,Pavel Širůček,CZE,NA,"Singles, Men",TTN,Male,20 November 1992,0,0
63,=49,Chris Yan,AUS,NA,"Singles, Men",TTN,Male,9 December 1988,180,75
64,65,Enkhbat Lkhagvasuren,MGL,NA,"Singles, Men",TTN,Male,10 August 1988,0,0
0,1,Chen Meng,CHN,Gold,"Singles, Women",TTN,Female,15 January 1994,0,0
1,2,Sun Yingsha,CHN,Silver,"Singles, Women",TTN,Female,4 November 2000,0,0
2,3,Mima Ito,JPN,Bronze,"Singles, Women",TTN,Female,21 October 2000,150,45
3,4,Yu Mengyu,SGP,NA,"Singles, Women",TTN,Female,18 August 1989,166,50
4,=5,Doo Hoi Kem,HKG,NA,"Singles, Women",TTN,Female,27 November 1996,166,60
5,=5,Ying Han,GER,NA,"Singles, Women",TTN,Female,29 April 1983,170,60
6,=5,Kasumi Ishikawa,JPN,NA,"Singles, Women",TTN,Female,23 February 1993,158,51
7,=5,Jeon Ji-Hui,KOR,NA,"Singles, Women",TTN,Female,28 October 1992,159,56
8,=9,Chen Szu-Yu,TPE,NA,"Singles, Women",TTN,Female,1 August 1993,162,58
9,=9,Britt Eerland,NED,NA,"Singles, Women",TTN,Female,22 February 1994,168,62
10,=9,Feng Tianwei,SGP,NA,"Singles, Women",TTN,Female,31 August 1986,163,55
11,=9,Liu Jia,AUT,NA,"Singles, Women",TTN,Female,16 February 1982,160,46
12,=9,Juan Liu,USA,NA,"Singles, Women",TTN,Female,14 February 1985,0,0
13,=9,Sofia Polcanova,AUT,NA,"Singles, Women",TTN,Female,3 September 1994,181,69
14,=9,Suthasini Sawettabut,THA,NA,"Singles, Women",TTN,Female,9 December 1994,168,63
15,=9,Mo Zhang,CAN,NA,"Singles, Women",TTN,Female,17 January 1989,173,57
16,=17,Manika Batra,IND,NA,"Singles, Women",TTN,Female,15 June 1995,179,63
