,Position,Athlete,NOC,Medal,Event,Sport,Sex,Birth,Height,Weight,Age
4670,7,Ryuya Mura,JPN,,"200 metres Breaststroke, Men",SWI,Male,1996-07-03,0,0,25
4671,8,Erik Persson,SWE,,"200 metres Breaststroke, Men",SWI,Male,1994-01-12,181,75,27
4672,9,Kirill Prigoda,ROC,,"200 metres Breaststroke, Men",SWI,Male,1995-12-29,192,88,25
4673,10,Shoma Sato,JPN,,"200 metres Breaststroke, Men",SWI,Male,2001-02-08,0,0,20
4674,11,Dmitry Balandin,KAZ,,"200 metres Breaststroke, Men",SWI,Male,1995-04-04,195,85,26
4675,=12,Ross Murdoch,GBR,,"200 metres Breaststroke, Men",SWI,Male,1994-01-14,183,76,27
4676,=12,Antoine Viquerat,FRA,,"200 metres Breaststroke, Men",SWI,Male,1998-10-05,0,0,22
4677,14,Matthew Wilson,AUS,,"200 metres Breaststroke, Men",SWI,Male,1998-12-08,0,0,22
4678,15,Lyubomir Epitropov,BUL,,"200 metres Breaststroke, Men",SWI,Male,1999-04-27,0,0,22
4679,16,Andrius Šidlauskas,LTU,,"200 metres Breaststroke, Men",SWI,Male,1997-04-06,187,77,24
4680,17,Andrew Wilson,USA,,"200 metres Breaststroke, Men",SWI,Male,1993-09-16,0,0,27
4681,18,Denis Petrashov,KGZ,,"200 metres Breaststroke, Men",SWI,Male,2000-02-01,190,85,21
4682,19,Cho Seong-Jae,KOR,,"200 metres Breaststroke, Men",SWI,Male,2001-03-13,0,0,20
4683,20,Marco Koch,GER,,"200 metres Breaststroke, Men",SWI,Male,1990-01-25,185,83,31
4684,21,Caspar Corbeau,NED,,"200 metres Breaststroke, Men",SWI,Male,2001-04-03,195,81,20
4685,22,Berkay Öğretir,TUR,,"200 metres Breaststroke, Men",SWI,Male,1998-02-16,0,0,23
4686,23,Darragh Greene,IRL,,"200 metres Breaststroke, Men",SWI,Male,1995-10-20,0,0,25
4687,24,Anton McKee,ISL,,"200 metres Breaststroke, Men",SWI,Male,1993-12-18,183,84,27
4688,25,Martin Allikvee,EST,,"200 metres Breaststroke, Men",SWI,Male,1995-03-21,182,77,26
4689,26,Amro Al-Wir,JOR,,"200 metres Breaststroke, Men",SWI,Male,2001-01-23,181,73,20
4690,27,Ron Polonsky,ISR,,"200 metres Breaststroke, Men",SWI,Male,2001-03-28,0,0,20
4691,28,Christopher Rothbauer,AUT,,"200 metres Breaststroke, Men",SWI,Male,1998-01-29,0,0,23
4692,29,Bernhard Tyler Christianson,PAN,,"200 metres Breaststroke, Men",SWI,Male,2001-12-09,0,0,19
4693,30,Jorge Murillo,COL,,"200 metres Breaststroke, Men",SWI,Male,1991-09-07,186,77,29
4694,31,Daniils Bobrovs,LAT,,"200 metres Breaststroke, Men",SWI,Male,1997-10-08,0,0,23
4695,32,Ryan Maskelyne,PNG,,"200 metres Breaststroke, Men",SWI,Male,1999-01-25,0,0,22
4696,33,Adriel Sanes,ISV,,"200 metres Breaststroke, Men",SWI,Male,1998-10-27,0,0,22
4697,34,Josué Domínguez,DOM,,"200 metres Breaststroke, Men",SWI,Male,1996-11-20,0,0,24
4698,35,Taichi Vakasama,FIJ,,"200 metres Breaststroke, Men",SWI,Male,1999-10-12,0,0,21
4699,36,Izaak Bastian,BAH,,"200 metres Breaststroke, Men",SWI,Male,2001-01-03,186,73,20
4700,37,Julio Horrego,HON,,"200 metres Breaststroke, Men",SWI,Male,1998-10-08,0,0,22
4701,38,Arnoldo Herrera,CRC,,"200 metres Breaststroke, Men",SWI,Male,1996-03-07,0,0,25
4702,39,Abdul Aziz Al-Obaidly,QAT,,"200 metres Breaststroke, Men",SWI,Male,2001-09-28,0,0,19
4703,AC,Qin Haiyang,CHN,,"200 metres Breaststroke, Men",SWI,Male,1999-05-17,0,0,22
4704,1,Caeleb Dressel,USA,Gold,"100 metres Butterfly, Men",SWI,Male,1996-08-16,191,86,24
4705,2,Kristóf Milák,HUN,Silver,"100 metres Butterfly, Men",SWI,Male,2000-02-20,190,83,21
4706,3,Noè Ponti,SUI,Bronze,"100 metres Butterfly, Men",SWI,Male,2001-06-01,192,,20
4707,4,Andrey Minakov,ROC,,"100 metres Butterfly, Men",SWI,Male,2002-03-17,175,56,19
4708,5,Jakub Majerski,POL,,"100 metres Butterfly, Men",SWI,Male,2000-08-18,184,74,20
4709,6,Matthew Temple,AUS,,"100 metres Butterfly, Men",SWI,Male,1999-06-20,0,0,22
4710,7,Luis Martínez,GUA,,"100 metres Butterfly, Men",SWI,Male,1995-12-11,182,74,25
4711,8,Josif Miladinov,BUL,,"100 metres Butterfly, Men",SWI,Male,2003-06-23,0,0,18
4712,9,Mehdy Metella,FRA,,"100 metres Butterfly, Men",SWI,Male,1992-07-17,190,90,29
4713,10,Naoki Mizunuma,JPN,,"100 metres Butterfly, Men",SWI,Male,1996-12-13,0,0,24
4714,11,Joshua Liendo,CAN,,"100 metres Butterfly, Men",SWI,Male,2002-08-20,185,75,18
4715,12,Nyls Korstanje,NED,,"100 metres Butterfly, Men",SWI,Male,1999-02-05,0,0,22
4716,13,Sun Jiajun,CHN,,"100 metres Butterfly, Men",SWI,Male,2000-08-01,182,75,20
4717,14,Szebasztián Szabó,HUN,,"100 metres Butterfly, Men",SWI,Male,1996-03-11,190,93,25
4718,15,Tom Shields,USA,,"100 metres Butterfly, Men",SWI,Male,1991-07-11,193,86,30
4719,16,Youssef Ramadan,EGY,,"100 metres Butterfly, Men",SWI,Male,2002-07-07,0,0,19
4720,17,Federico Burdisso,ITA,,"100 metres Butterfly, Men",SWI,Male,2001-09-20,175,,19
4721,18,Chad le Clos,RSA,,"100 metres Butterfly, Men",SWI,Male,1992-04-12,190,83,29
4722,19,Mikhail Vekovishchev,ROC,,"100 metres Butterfly, Men",SWI,Male,1998-08-05,0,0,22
4723,20,Takeshi Kawamoto,JPN,,"100 metres Butterfly, Men",SWI,Male,1995-02-19,0,0,26
4724,21,Tomer Frankel,ISR,,"100 metres Butterfly, Men",SWI,Male,2000-10-18,0,0,20
4725,22,Paweł Korzeniowski,POL,,"100 metres Butterfly, Men",SWI,Male,1985-07-09,192,82,36
4726,23,Marius Kusch,GER,,"100 metres Butterfly, Men",SWI,Male,1993-05-05,0,0,28
4727,24,Santi Grassi,ARG,,"100 metres Butterfly, Men",SWI,Male,1996-09-25,187,82,24
4728,25,Jacob Peters,GBR,,"100 metres Butterfly, Men",SWI,Male,2000-08-20,0,0,20
4729,26,Vinicius Lanza,BRA,,"100 metres Butterfly, Men",SWI,Male,1997-03-22,0,0,24
4730,27,Tomoe Zenimoto Hvas,NOR,,"100 metres Butterfly, Men",SWI,Male,2000-06-01,186,78,21
4731,28,Louis Croenen,BEL,,"100 metres Butterfly, Men",SWI,Male,1994-01-04,186,79,27
4732,29,Antani Ivanov,BUL,,"100 metres Butterfly, Men",SWI,Male,1999-07-17,0,0,22
4733,30,David Morgan,AUS,,"100 metres Butterfly, Men",SWI,Male,1994-01-01,184,82,27
4734,31,Santo Condorelli,ITA,,"100 metres Butterfly, Men",SWI,Male,1995-01-17,188,88,26
4735,32,Matthew Sates,RSA,,"100 metres Butterfly, Men",SWI,Male,2003-07-28,0,0,18
4736,33,Dylan Carter,TTO,,"100 metres Butterfly, Men",SWI,Male,1996-01-30,190,82,25
4737,34,Quah Zheng Wen,SGP,,"100 metres Butterfly, Men",SWI,Male,1996-09-29,179,79,24
4738,35,Ümitcan Güreş,TUR,,"100 metres Butterfly, Men",SWI,Male,1999-06-24,0,0,22
4739,36,Eddie Wang,TPE,,"100 metres Butterfly, Men",SWI,Male,2002-01-23,180,,19
4740,37,Simon Bucher,AUT,,"100 metres Butterfly, Men",SWI,Male,2000-05-23,0,0,21
4741,38,Shane Ryan,IRL,,"100 metres Butterfly, Men",SWI,Male,1994-01-27,198,89,27
4742,39,Jan Šefl,CZE,,"100 metres Butterfly, Men",SWI,Male,1990-05-10,0,0,31
4743,40,Nikola Miljenić,CRO,,"100 metres Butterfly, Men",SWI,Male,1998-05-19,0,0,23
4744,41,Kregor Zirk,EST,,"100 metres Butterfly, Men",SWI,Male,1999-07-03,0,0,22
4745,42,Yauhen Tsurkin,BLR,,"100 metres Butterfly, Men",SWI,Male,1990-12-09,182,77,30
4746,43,Matheus Gonche,BRA,,"100 metres Butterfly, Men",SWI,Male,1999-01-05,0,0,22
4747,44,Joseph Schooling,SGP,,"100 metres Butterfly, Men",SWI,Male,1995-06-16,184,74,26
4748,45,Abeiku Jackson,GHA,,"100 metres Butterfly, Men",SWI,Male,2000-04-12,0,0,21
4749,46,Sajan Prakash,IND,,"100 metres Butterfly, Men",SWI,Male,1993-09-14,178,70,27
4750,47,Mun Seung-Wu,KOR,,"100 metres Butterfly, Men",SWI,Male,2002-12-03,0,0,18
4751,48,Abbas Qali,KUW,,"100 metres Butterfly, Men",SWI,Male,1992-10-11,178,77,28
4752,49,Steven Aimable,SEN,,"100 metres Butterfly, Men",SWI,Male,1999-02-07,0,0,22
4753,50,Navaphat Wongcharoen,THA,,"100 metres Butterfly, Men",SWI,Male,1997-03-03,0,0,24
4754,51,Ben Hockin,PAR,,"100 metres Butterfly, Men",SWI,Male,1986-09-27,195,90,34
4755,52,Davidson Vincent,HAI,,"100 metres Butterfly, Men",SWI,Male,2001-09-05,0,0,19
4756,53,Daniel Martin,ROU,,"100 metres Butterfly, Men",SWI,Male,2000-10-05,181,79,20
4757,54,Salvador Gordo,ANG,,"100 metres Butterfly, Men",SWI,Male,2003-07-01,0,0,18
4758,55,Yousif Bu Arish,KSA,,"100 metres Butterfly, Men",SWI,Male,2000-11-25,175,66,20
4759,AC,Abdulla Essa,BRN,,"100 metres Butterfly, Men",SWI,Male,2002-11-20,0,0,18
4760,DNS,Gal Cohen Groumi,ISR,,"100 metres Butterfly, Men",SWI,Male,2002-04-22,0,0,19
4761,DNS,James Guy,GBR,,"100 metres Butterfly, Men",SWI,Male,1995-11-26,187,83,25
4762,DNS,Ihor Troianovskyi,UKR,,"100 metres Butterfly, Men",SWI,Male,2002-08-09,183,,18
4763,1,Kristóf Milák,HUN,Gold,"200 metres Butterfly, Men",SWI,Male,2000-02-20,190,83,21
4764,2,Tomoru Honda,JPN,Silver,"200 metres Butterfly, Men",SWI,Male,2001-12-31,0,0,19
4765,3,Federico Burdisso,ITA,Bronze,"200 metres Butterfly, Men",SWI,Male,2001-09-20,175,,19
4766,4,Tamás Kenderesi,HUN,,"200 metres Butterfly, Men",SWI,Male,1996-12-13,186,74,24
4767,5,Chad le Clos,RSA,,"200 metres Butterfly, Men",SWI,Male,1992-04-12,190,83,29
4768,6,Leonardo de Deus,BRA,,"200 metres Butterfly, Men",SWI,Male,1991-01-18,175,70,30
4769,7,Gunnar Bentz,USA,,"200 metres Butterfly, Men",SWI,Male,1996-01-03,196,84,25
4770,8,Krzysztof Chmielewski,POL,,"200 metres Butterfly, Men",SWI,Male,2004-06-08,0,0,17
4771,9,Zach Harting,USA,,"200 metres Butterfly, Men",SWI,Male,1997-08-27,0,0,23
4772,10,Noè Ponti,SUI,,"200 metres Butterfly, Men",SWI,Male,2001-06-01,192,,20
4773,11,Daiya Seto,JPN,,"200 metres Butterfly, Men",SWI,Male,1994-05-24,174,72,27
4774,12,Aleksandr Kudashev,ROC,,"200 metres Butterfly, Men",SWI,Male,1995-12-05,0,0,25
4775,13,Eddie Wang,TPE,,"200 metres Butterfly, Men",SWI,Male,2002-01-23,180,,19
4776,14,Léon Marchand,FRA,,"200 metres Butterfly, Men",SWI,Male,2002-05-17,0,0,19
4777,15,Giacomo Carini,ITA,,"200 metres Butterfly, Men",SWI,Male,1997-07-02,0,0,24
4778,16,Louis Croenen,BEL,,"200 metres Butterfly, Men",SWI,Male,1994-01-04,186,79,27
4779,17,David Thomasberger,GER,,"200 metres Butterfly, Men",SWI,Male,1996-01-09,0,0,25
4780,18,Matthew Temple,AUS,,"200 metres Butterfly, Men",SWI,Male,1999-06-20,0,0,22
4781,19,Tomoe Zenimoto Hvas,NOR,,"200 metres Butterfly, Men",SWI,Male,2000-06-01,186,78,21
4782,20,Antani Ivanov,BUL,,"200 metres Butterfly, Men",SWI,Male,1999-07-17,0,0,22
4783,21,Denys Kesil,UKR,,"200 metres Butterfly, Men",SWI,Male,2000-10-26,183,,20
4784,22,Quah Zheng Wen,SGP,,"200 metres Butterfly, Men",SWI,Male,1996-09-29,179,79,24
4785,23,Brendan Hyland,IRL,,"200 metres Butterfly, Men",SWI,Male,1994-09-23,0,0,26
4786,24,Sajan Prakash,IND,,"200 metres Butterfly, Men",SWI,Male,1993-09-14,178,70,27
4787,25,Kregor Zirk,EST,,"200 metres Butterfly, Men",SWI,Male,1999-07-03,0,0,22
4788,26,Alexei Sancov,MDA,,"200 metres Butterfly, Men",SWI,Male,1999-10-15,188,85,21
4789,27,Jakub Majerski,POL,,"200 metres Butterfly, Men",SWI,Male,2000-08-18,184,74,20
4790,28,Mun Seung-Wu,KOR,,"200 metres Butterfly, Men",SWI,Male,2002-12-03,0,0,18
4791,29,Ihor Troianovskyi,UKR,,"200 metres Butterfly, Men",SWI,Male,2002-08-09,183,,18
4792,30,Ethan du Preez,RSA,,"200 metres Butterfly, Men",SWI,Male,2003-06-09,280,45,18
4793,31,Luis Vega,CUB,,"200 metres Butterfly, Men",SWI,Male,1998-11-02,179,69,22
4794,32,Ayman Kelzi,SYR,,"200 metres Butterfly, Men",SWI,Male,1993-01-07,0,0,28
4795,33,Matin Balsini,IRI,,"200 metres Butterfly, Men",SWI,Male,2001-02-19,0,0,20
4796,34,Keanan Dols,JAM,,"200 metres Butterfly, Men",SWI,Male,1998-07-24,0,0,23
4797,35,David Morgan,AUS,,"200 metres Butterfly, Men",SWI,Male,1994-01-01,184,82,27
4798,36,Navaphat Wongcharoen,THA,,"200 metres Butterfly, Men",SWI,Male,1997-03-03,0,0,24
4799,37,Richard Nagy,SVK,,"200 metres Butterfly, Men",SWI,Male,1993-03-09,186,73,28
4800,38,Simon Bachmann,SEY,,"200 metres Butterfly, Men",SWI,Male,1999-02-17,0,0,22
4801,1,Wang Shun,CHN,Gold,"200 metres Individual Medley, Men",SWI,Male,1994-02-11,191,74,27
4802,2,Duncan Scott,GBR,Silver,"200 metres Individual Medley, Men",SWI,Male,1997-05-06,190,72,24
4803,3,Jérémy Desplanches,SUI,Bronze,"200 metres Individual Medley, Men",SWI,Male,1994-08-07,189,72,26
4804,4,Daiya Seto,JPN,,"200 metres Individual Medley, Men",SWI,Male,1994-05-24,174,72,27
4805,5,Michael Andrew,USA,,"200 metres Individual Medley, Men",SWI,Male,1999-04-18,0,0,22
4806,6,Kosuke Hagino,JPN,,"200 metres Individual Medley, Men",SWI,Male,1994-08-15,177,71,26
4807,7,László Cseh,HUN,,"200 metres Individual Medley, Men",SWI,Male,1985-12-03,188,83,35
4808,8,Lewis Clareburt,NZL,,"200 metres Individual Medley, Men",SWI,Male,1999-07-04,0,0,22
4809,9,Alberto Razzetti,ITA,,"200 metres Individual Medley, Men",SWI,Male,1999-06-02,0,0,22
4810,10,Mitch Larkin,AUS,,"200 metres Individual Medley, Men",SWI,Male,1993-07-09,187,72,28
4811,11,Hugo González,ESP,,"200 metres Individual Medley, Men",SWI,Male,1999-02-19,192,82,22
4812,12,Chase Kalisz,USA,,"200 metres Individual Medley, Men",SWI,Male,1994-03-07,193,86,27
4813,13,Philip Heintz,GER,,"200 metres Individual Medley, Men",SWI,Male,1991-02-21,194,85,30
4814,14,Matthew Sates,RSA,,"200 metres Individual Medley, Men",SWI,Male,2003-07-28,0,0,18
4815,15,Andrey Zhilkin,ROC,,"200 metres Individual Medley, Men",SWI,Male,1995-03-09,0,0,26
4816,16,Tomoe Zenimoto Hvas,NOR,,"200 metres Individual Medley, Men",SWI,Male,2000-06-01,186,78,21
4817,17,Finlay Knox,CAN,,"200 metres Individual Medley, Men",SWI,Male,2001-01-08,0,0,20
4818,18,Léon Marchand,FRA,,"200 metres Individual Medley, Men",SWI,Male,2002-05-17,0,0,19
4819,19,Caio Pumputis,BRA,,"200 metres Individual Medley, Men",SWI,Male,1999-01-08,0,0,22
4820,20,Hubert Kós,HUN,,"200 metres Individual Medley, Men",SWI,Male,2003-03-28,0,0,18
4821,21,Gabriel Lopes,POR,,"200 metres Individual Medley, Men",SWI,Male,1997-05-15,178,73,24
4822,22,Brendon Smith,AUS,,"200 metres Individual Medley, Men",SWI,Male,2000-07-04,0,0,21
4823,23,Jacob Heidtmann,GER,,"200 metres Individual Medley, Men",SWI,Male,1994-11-06,195,83,26
4824,24,Andreas Vazaios,GRE,,"200 metres Individual Medley, Men",SWI,Male,1994-05-09,190,85,27
4825,25,Vinicius Lanza,BRA,,"200 metres Individual Medley, Men",SWI,Male,1997-03-22,0,0,24
4826,26,Ron Polonsky,ISR,,"200 metres Individual Medley, Men",SWI,Male,2001-03-28,0,0,20
4827,27,Qin Haiyang,CHN,,"200 metres Individual Medley, Men",SWI,Male,1999-05-17,0,0,22
4828,28,Alexis Santos,POR,,"200 metres Individual Medley, Men",SWI,Male,1992-03-23,185,75,29
4829,29,Maksim Stupin,ROC,,"200 metres Individual Medley, Men",SWI,Male,2000-05-11,0,0,21
4830,30,Gal Cohen Groumi,ISR,,"200 metres Individual Medley, Men",SWI,Male,2002-04-22,0,0,19
4831,31,Arjan Knipping,NED,,"200 metres Individual Medley, Men",SWI,Male,1994-08-01,0,0,26
4832,32,Bernhard Reitshammer,AUT,,"200 metres Individual Medley, Men",SWI,Male,1994-06-17,0,0,27
4833,33,Danas Rapšys,LTU,,"200 metres Individual Medley, Men",SWI,Male,1995-05-21,186,73,26
4834,34,Joe Litchfield,GBR,,"200 metres Individual Medley, Men",SWI,Male,1998-07-08,0,0,23
4835,35,Apostolos Papastamos,GRE,,"200 metres Individual Medley, Men",SWI,Male,2001-03-20,0,0,20
4836,36,Tomás Peribonio,ECU,,"200 metres Individual Medley, Men",SWI,Male,1996-01-16,0,0,25
4837,37,Wang Hsing-Hao,TPE,,"200 metres Individual Medley, Men",SWI,Male,1999-06-05,0,0,22
4838,38,José Martínez,MEX,,"200 metres Individual Medley, Men",SWI,Male,1997-06-03,0,0,24
4839,39,Jarod Arroyo,PUR,,"200 metres Individual Medley, Men",SWI,Male,2001-01-02,177,81,20
4840,40,Bernhard Tyler Christianson,PAN,,"200 metres Individual Medley, Men",SWI,Male,2001-12-09,0,0,19
4841,41,Munzer Kabbara,LBN,,"200 metres Individual Medley, Men",SWI,Male,2002-09-03,0,0,18
4842,42,Raphaël Stacchiotti,LUX,,"200 metres Individual Medley, Men",SWI,Male,1992-03-09,183,78,29
4843,43,Keanan Dols,JAM,,"200 metres Individual Medley, Men",SWI,Male,1998-07-24,0,0,23
4844,44,Christoph Meier,LIE,,"200 metres Individual Medley, Men",SWI,Male,1993-01-03,197,95,28
4845,45,Tasi Limtiaco,FSM,,"200 metres Individual Medley, Men",SWI,Male,1994-01-04,0,0,27
4846,1,Chase Kalisz,USA,Gold,"400 metres Individual Medley, Men",SWI,Male,1994-03-07,193,86,27
4847,2,Jay Litherland,USA,Silver,"400 metres Individual Medley, Men",SWI,Male,1995-08-24,183,80,25
4848,3,Brendon Smith,AUS,Bronze,"400 metres Individual Medley, Men",SWI,Male,2000-07-04,0,0,21
4849,4,Dávid Verrasztó,HUN,,"400 metres Individual Medley, Men",SWI,Male,1988-08-22,180,78,32
4850,5,Max Litchfield,GBR,,"400 metres Individual Medley, Men",SWI,Male,1995-03-04,168,78,26
4851,6,Léon Marchand,FRA,,"400 metres Individual Medley, Men",SWI,Male,2002-05-17,0,0,19
4852,7,Lewis Clareburt,NZL,,"400 metres Individual Medley, Men",SWI,Male,1999-07-04,0,0,22
4853,8,Alberto Razzetti,ITA,,"400 metres Individual Medley, Men",SWI,Male,1999-06-02,0,0,22
4854,9,Daiya Seto,JPN,,"400 metres Individual Medley, Men",SWI,Male,1994-05-24,174,72,27
4855,10,Wang Shun,CHN,,"400 metres Individual Medley, Men",SWI,Male,1994-02-11,191,74,27
4856,11,Yuki Ikari,JPN,,"400 metres Individual Medley, Men",SWI,Male,2000-08-21,0,0,20
4857,12,Jacob Heidtmann,GER,,"400 metres Individual Medley, Men",SWI,Male,1994-11-06,195,83,26
4858,13,Péter Bernek,HUN,,"400 metres Individual Medley, Men",SWI,Male,1992-04-13,193,83,29
4859,14,Apostolos Papastamos,GRE,,"400 metres Individual Medley, Men",SWI,Male,2001-03-20,0,0,20
4860,15,Joan Lluís Pons,ESP,,"400 metres Individual Medley, Men",SWI,Male,1996-12-09,170,62,24
4861,16,Se-Bom Lee,AUS,,"400 metres Individual Medley, Men",SWI,Male,2001-06-12,0,0,20
4862,17,Arjan Knipping,NED,,"400 metres Individual Medley, Men",SWI,Male,1994-08-01,0,0,26
4863,18,Maksim Stupin,ROC,,"400 metres Individual Medley, Men",SWI,Male,2000-05-11,0,0,21
4864,19,Pier Andrea Matteazzi,ITA,,"400 metres Individual Medley, Men",SWI,Male,1997-12-05,0,0,23
4865,20,José Paulo Lopes,POR,,"400 metres Individual Medley, Men",SWI,Male,2000-10-16,187,80,20
4866,21,Brodie Williams,GBR,,"400 metres Individual Medley, Men",SWI,Male,1999-03-18,0,0,22
4867,22,Jarod Arroyo,PUR,,"400 metres Individual Medley, Men",SWI,Male,2001-01-02,177,81,20
4868,23,Richard Nagy,SVK,,"400 metres Individual Medley, Men",SWI,Male,1993-03-09,186,73,28
4869,24,Tomás Peribonio,ECU,,"400 metres Individual Medley, Men",SWI,Male,1996-01-16,0,0,25
4870,25,Wang Hsing-Hao,TPE,,"400 metres Individual Medley, Men",SWI,Male,1999-06-05,0,0,22
4871,26,Maksym Shemberiev,AZE,,"400 metres Individual Medley, Men",SWI,Male,1993-09-25,178,72,27
4872,27,Ron Polonsky,ISR,,"400 metres Individual Medley, Men",SWI,Male,2001-03-28,0,0,20
4873,28,Christoph Meier,LIE,,"400 metres Individual Medley, Men",SWI,Male,1993-01-03,197,95,28
4874,29,Luis Vega,CUB,,"400 metres Individual Medley, Men",SWI,Male,1998-11-02,179,69,22
4875,1,Emma McKeon,AUS,Gold,"50 metres Freestyle, Women",SWI,Female,1994-05-24,180,60,27
4876,2,Sarah Sjöström,SWE,Silver,"50 metres Freestyle, Women",SWI,Female,1993-08-17,182,76,27
4877,3,Pernille Blume,DEN,Bronze,"50 metres Freestyle, Women",SWI,Female,1994-05-14,170,58,27
4878,4,Ranomi Kromowidjojo,NED,,"50 metres Freestyle, Women",SWI,Female,1990-08-20,180,72,30
4879,5,Katarzyna Wasick,POL,,"50 metres Freestyle, Women",SWI,Female,1992-03-22,178,64,29
4880,6,Wu Qingfeng,CHN,,"50 metres Freestyle, Women",SWI,Female,2003-01-28,0,0,18
4881,7,Cate Campbell,AUS,,"50 metres Freestyle, Women",SWI,Female,1992-05-20,186,67,29
4882,8,Abbey Weitzeil,USA,,"50 metres Freestyle, Women",SWI,Female,1996-12-03,178,68,24
4883,9,Zhang Yufei,CHN,,"50 metres Freestyle, Women",SWI,Female,1998-04-19,174,57,23
4884,10,Arina Surkova,ROC,,"50 metres Freestyle, Women",SWI,Female,1998-07-17,0,0,23
4885,11,Mélanie Hénique,FRA,,"50 metres Freestyle, Women",SWI,Female,1992-12-22,171,60,28
4886,12,Simone Manuel,USA,,"50 metres Freestyle, Women",SWI,Female,1996-08-02,178,73,24
4887,13,Emma Chelius,RSA,,"50 metres Freestyle, Women",SWI,Female,1996-08-02,0,0,24
4888,14,Marie Wattel,FRA,,"50 metres Freestyle, Women",SWI,Female,1997-06-02,181,71,24
4889,15,Fanny Teijonsalo,FIN,,"50 metres Freestyle, Women",SWI,Female,1996-02-06,0,0,25
4890,16,Julie Jensen,DEN,,"50 metres Freestyle, Women",SWI,Female,2000-01-03,177,65,21
4891,17,Siobhán Haughey,HKG,,"50 metres Freestyle, Women",SWI,Female,1997-10-31,177,64,23
4892,18,Femke Heemskerk,NED,,"50 metres Freestyle, Women",SWI,Female,1987-09-21,180,68,33
4893,19,Mariya Kameneva,ROC,,"50 metres Freestyle, Women",SWI,Female,1999-05-27,0,0,22
4894,20,Michelle Coleman,SWE,,"50 metres Freestyle, Women",SWI,Female,1993-10-31,186,74,27
4895,21,Barbora Seemanová,CZE,,"50 metres Freestyle, Women",SWI,Female,2000-04-01,175,56,21
4896,22,Kayla Sanchez,CAN,,"50 metres Freestyle, Women",SWI,Female,2001-04-07,0,0,20
4897,23,Lidon Muñoz,ESP,,"50 metres Freestyle, Women",SWI,Female,1995-12-03,0,0,25
4898,24,Farida Osman,EGY,,"50 metres Freestyle, Women",SWI,Female,1995-01-18,173,58,26
4899,25,Anicka Delgado,ECU,,"50 metres Freestyle, Women",SWI,Female,2002-06-13,170,55,19
4900,26,Julie Meynen,LUX,,"50 metres Freestyle, Women",SWI,Female,1997-08-15,170,65,23
4901,27,Kalia Antoniou,CYP,,"50 metres Freestyle, Women",SWI,Female,2000-04-06,185,69,21
4902,28,Isabella Arcila,COL,,"50 metres Freestyle, Women",SWI,Female,1994-03-11,168,64,27
4903,29,Etiene Medeiros,BRA,,"50 metres Freestyle, Women",SWI,Female,1991-05-24,169,60,30
4904,30,Andi Murez,ISR,,"50 metres Freestyle, Women",SWI,Female,1992-01-29,184,77,29
4905,31,Bianca-Andreea Costea,ROU,,"50 metres Freestyle, Women",SWI,Female,2005-01-26,0,0,16
4906,32,Jeserik Pinto,VEN,,"50 metres Freestyle, Women",SWI,Female,1990-03-21,0,0,31
4907,33,Danielle Hill,IRL,,"50 metres Freestyle, Women",SWI,Female,1999-09-27,0,0,21
4908,34,Elinah Phillip,IVB,,"50 metres Freestyle, Women",SWI,Female,2000-04-03,164,50,21
4909,35,Amel Melih,ALG,,"50 metres Freestyle, Women",SWI,Female,1993-10-06,0,0,27
4910,36,Karen Torrez,BOL,,"50 metres Freestyle, Women",SWI,Female,1992-07-29,165,58,29
4911,37,Jenjira Srisa-Ard,THA,,"50 metres Freestyle, Women",SWI,Female,1995-04-16,0,0,26
4912,38,Huang Mei-Chien,TPE,,"50 metres Freestyle, Women",SWI,Female,1998-06-13,0,0,23
4913,39,Allyson Ponson,ARU,,"50 metres Freestyle, Women",SWI,Female,1995-12-04,165,60,25
4914,40,Quah Ting Wen,SGP,,"50 metres Freestyle, Women",SWI,Female,1992-08-18,175,60,28
4915,41,Cherelle Thompson,TTO,,"50 metres Freestyle, Women",SWI,Female,1992-05-14,0,0,29
4916,42,Nikol Merizaj,ALB,,"50 metres Freestyle, Women",SWI,Female,1998-08-07,180,65,22
4917,43,Emily Muteti,KEN,,"50 metres Freestyle, Women",SWI,Female,1998-06-14,0,0,23
4918,44,Norah Elisabeth Milanesi,CMR,,"50 metres Freestyle, Women",SWI,Female,2003-01-23,0,0,18
4919,45,Talita Baqlah,JOR,,"50 metres Freestyle, Women",SWI,Female,1995-10-27,172,62,25
4920,46,Ema Rajić,CRO,,"50 metres Freestyle, Women",SWI,Female,2000-02-24,0,0,21
4921,47,Kirabo Namutebi,UGA,,"50 metres Freestyle, Women",SWI,Female,2005-02-08,0,0,16
4922,48,Natalya Kritinina,UZB,,"50 metres Freestyle, Women",SWI,Female,2001-01-06,176,64,20
4923,49,Mikaili Charlemagne,LCA,,"50 metres Freestyle, Women",SWI,Female,2003-04-01,0,0,18
4924,50,Cheyenne Rova,FIJ,,"50 metres Freestyle, Women",SWI,Female,1995-04-23,0,0,26
4925,51,Batbayar Enkhkhuslen,MGL,,"50 metres Freestyle, Women",SWI,Female,2001-12-14,0,0,19
4926,52,Tilka Paljk,ZAM,,"50 metres Freestyle, Women",SWI,Female,1997-02-18,0,0,24
4927,53,Judith Meauri,PNG,,"50 metres Freestyle, Women",SWI,Female,1992-04-05,161,55,29
